date,sunrise,sunset,daylength,daylength_diff,astro_twilight_start,astro_twilight_end,nautical_twilight_start,nautical_twilight_end,civil_twilight_start,civil_twilight_end,solar_noon_time,solar_noon_dist,temp_c_max,temp_c_min,grass_temp_c_min,earth_temp_c,sun_hours,rain_mm,wind_direction,wind_mean_mph,wind_max_mph,cloud_cover,pressure_mb_mean,humid_mean,temp_c_mean,fog_vis_1000,fog_vis_200,snow,snow_lying,hail,thunder,date.1,snow_mm
2012-03-14,06:16,18:03,11:47:50,+3:58,04:24:00,19:56:00,05:04:00,19:16:00,05:42:00,18:37:00,12:09,148.753,10.3,4.4,4.1,7.6,6.4,0,SE,3.6,16,8,1030.9,84.9,6.3,0,0,0,0,0,0,14,
2012-03-15,06:13,18:05,11:51:48,+3:58,04:21:00,19:58:00,05:01:00,19:18:00,05:40:00,18:38:00,12:09,148.795,17.1,1.8,-1,7.4,8.7,0,S,5,18,6,1023.6,84.9,8.4,0,0,0,0,0,0,15,
2012-03-16,06:11,18:07,11:55:46,+3:58,04:19:00,20:00:00,04:59:00,19:19:00,05:38:00,18:40:00,12:09,148.837,9.2,6.7,6.2,8,0,0.1,SW,7.9,22,8,1017.6,79.3,8,0,0,0,0,0,0,16,
2012-03-17,06:09,18:09,11:59:45,+3:58,04:16:00,20:02:00,04:57:00,19:21:00,05:36:00,18:42:00,12:08,148.879,10.8,6.5,4.8,7.9,0.1,1.6,S,6.8,22,8,1011.7,89.1,8.5,0,0,0,0,0,0,17,
2012-03-18,06:07,18:10,12:03:43,+3:58,04:14:00,20:04:00,04:54:00,19:23:00,05:33:00,18:44:00,12:08,148.921,8.2,3.5,1.1,7.9,1.4,0.2,W,4.4,19,8,1017.1,87.9,5.4,0,0,0,0,0,0,18,
2012-03-19,06:04,18:12,12:07:42,+3:58,04:11:00,20:06:00,04:52:00,19:25:00,05:31:00,18:45:00,12:08,148.964,13.8,1.6,-2.5,7.1,10.8,0,W,6.2,17,0,1031.2,75.6,6.8,0,0,0,0,0,0,19,
2012-03-20,06:02,18:14,12:11:40,+3:58,04:08:00,20:08:00,04:49:00,19:27:00,05:29:00,18:47:00,12:07,149.006,15.5,4.6,2.5,7.2,6,0,W,6.6,22,6,1033.6,76,9.4,0,0,0,0,0,0,20,
2012-03-21,06:00,18:15,12:15:39,+3:58,04:06:00,20:10:00,04:47:00,19:28:00,05:26:00,18:49:00,12:07,149.048,16.1,4.8,0.6,7.9,6.6,0,E,2.7,12,8,1034,78.4,9.1,0,0,0,0,0,0,21,
2012-03-22,05:57,18:17,12:19:37,+3:58,04:03:00,20:12:00,04:45:00,19:30:00,05:24:00,18:51:00,12:07,149.09,17.7,1.7,-1.9,7.9,10.6,0,E,2.6,15,1,1029.6,79.8,9.2,0,0,0,0,0,0,22,
2012-03-23,05:55,18:19,12:23:35,+3:58,04:01:00,20:14:00,04:42:00,19:32:00,05:22:00,18:52:00,12:06,149.133,18.9,4.7,0.6,8.2,9.1,0,E,2.3,14,8,1026.6,83.8,10.8,1,1,0,0,0,0,23,
2012-03-24,05:53,18:20,12:27:34,+3:58,03:58:00,20:16:00,04:40:00,19:34:00,05:19:00,18:54:00,12:06,149.175,19.2,4.6,0,8.8,11.6,0,SE,1.6,12,2,1028.6,80.8,10.8,1,0,0,0,0,0,24,
2012-03-25,06:51,19:22,12:31:32,+3:57,04:55:00,21:18:00,05:37:00,20:36:00,06:17:00,19:56:00,13:06,149.217,14.8,1.4,-2,8.9,9,0,NE,1.9,12,8,1033.6,84.6,7.1,1,0,0,0,0,0,25,
2012-03-26,06:48,19:24,12:35:29,+3:57,04:53:00,21:20:00,05:35:00,20:38:00,06:15:00,19:57:00,13:06,149.259,19,0.5,-3.2,8.5,12.2,0,NE,2.1,12,0,1036.4,68.1,9.4,0,0,0,0,0,0,26,
2012-03-27,06:46,19:26,12:39:27,+3:57,04:50:00,21:22:00,05:32:00,20:40:00,06:12:00,19:59:00,13:05,149.301,19.9,2,-2.6,8.6,12.2,0,SE,2.2,12,0,1036.1,57.4,10.8,0,0,0,0,0,0,27,
2012-03-28,06:44,19:27,12:43:24,+3:57,04:47:00,21:24:00,05:30:00,20:41:00,06:10:00,20:01:00,13:05,149.343,21.6,4.4,-1.1,9,12.1,0,W,2.1,12,0,1031.9,52.8,12.7,0,0,0,0,0,0,28,
2012-03-29,06:41,19:29,12:47:22,+3:57,04:44:00,21:27:00,05:27:00,20:43:00,06:08:00,20:03:00,13:05,149.385,19.9,6.2,1.7,9.4,12,0,NW,4.2,13,0,1027.1,65.9,12.4,0,0,0,0,0,0,29,
2012-03-30,06:39,19:31,12:51:19,+3:56,04:42:00,21:29:00,05:25:00,20:45:00,06:05:00,20:04:00,13:04,149.427,14,4.4,0,9.8,7.7,0,W,4.4,16,1,1023.3,84.5,9.1,0,0,0,0,0,0,30,
2012-03-31,06:37,19:32,12:55:15,+3:56,04:39:00,21:31:00,05:22:00,20:47:00,06:03:00,20:06:00,13:04,149.469,10.8,4.9,1.7,9.5,0.6,0,N,5.6,24,8,1019.9,80.6,6.9,0,0,0,0,0,0,31,
2012-04-01,06:35,19:34,12:59:12,+3:56,04:36:00,21:33:00,05:20:00,20:49:00,06:01:00,20:08:00,13:04,149.511,13.8,-0.6,-4.5,8.8,12.3,0,NW,2.8,13,0,1019.9,73.4,6.4,0,0,0,0,0,0,1,
2012-04-02,06:32,19:36,13:03:08,+3:56,04:33:00,21:35:00,05:17:00,20:51:00,05:58:00,20:10:00,13:03,149.553,15,3.1,-1.8,8.9,8.8,0,W,3.8,14,1,1010,72.9,8.6,0,0,0,0,0,0,2,
2012-04-03,06:30,19:37,13:07:03,+3:55,04:30:00,21:38:00,05:15:00,20:53:00,05:56:00,20:11:00,13:03,149.595,14.6,6.9,5.5,9.5,2.6,2.4,W,4.7,31,2,1002,80.4,9,0,0,0,0,0,0,3,
2012-04-04,06:28,19:39,13:10:59,+3:55,04:28:00,21:40:00,05:12:00,20:55:00,05:54:00,20:13:00,13:03,149.637,12.5,4.7,3.4,9.8,3.4,0.5,NE,5,22,3,1007.6,86.7,6.9,0,0,0,0,0,0,4,
2012-04-05,06:26,19:41,13:14:54,+3:54,04:25:00,21:42:00,05:10:00,20:57:00,05:51:00,20:15:00,13:03,149.68,9.9,4.8,4.4,9.7,1.1,0,NE,5.1,18,8,1019.4,80,5.7,0,0,0,0,0,0,5,
2012-04-06,06:23,19:42,13:18:48,+3:54,04:22:00,21:45:00,05:07:00,20:59:00,05:49:00,20:17:00,13:02,149.723,12.1,-2.1,-7,8.5,5.5,0.1,NW,7.4,19,1,1014.7,79.9,5.5,0,0,0,0,0,0,6,
2012-04-07,06:21,19:44,13:22:42,+3:54,04:19:00,21:47:00,05:05:00,21:01:00,05:47:00,20:19:00,13:02,149.766,11.1,6.5,5.2,9,0.9,0.2,NE,2.5,19,8,1012.3,82.2,7,0,0,0,0,0,0,7,
2012-04-08,06:19,19:46,13:26:36,+3:53,04:16:00,21:49:00,05:02:00,21:03:00,05:44:00,20:20:00,13:02,149.809,13.2,3.4,-0.6,9,0.1,2,SW,6.6,19,8,1010.6,84.7,9,0,0,0,0,0,0,8,
2012-04-09,06:17,19:47,13:30:29,+3:53,04:13:00,21:52:00,05:00:00,21:05:00,05:42:00,20:22:00,13:01,149.852,11.7,7.6,6.5,9.4,0,3.3,SW,12.1,32,8,994.1,90.7,9.5,0,0,0,0,0,0,9,
2012-04-10,06:15,19:49,13:34:22,+3:52,04:10:00,21:54:00,04:57:00,21:07:00,05:40:00,20:24:00,13:01,149.895,13.3,4.9,2.5,9.6,10.8,0,SW,10.3,30,3,989,71.6,8.4,0,0,0,0,0,0,10,
2012-04-11,06:12,19:51,13:38:14,+3:52,04:07:00,21:57:00,04:55:00,21:09:00,05:37:00,20:26:00,13:01,149.939,14.4,3,1.2,9.5,8.4,0.2,W,5.4,19,3,996.5,74.7,7.7,0,0,0,0,1,0,11,
2012-04-12,06:10,19:52,13:42:05,+3:51,04:04:00,21:59:00,04:52:00,21:11:00,05:35:00,20:28:00,13:01,149.982,15.9,3.1,-0.6,9.5,4.1,0.9,W,3.1,14,2,1002.5,80.1,7.7,0,0,0,0,0,0,12,
2012-04-13,06:08,19:54,13:45:56,+3:50,04:01:00,22:02:00,04:49:00,21:13:00,05:33:00,20:29:00,13:00,150.025,14.5,4.1,1,9.9,5.7,0,NW,2.8,16,8,1004.8,81.6,7.3,0,0,0,0,0,0,13,
2012-04-14,06:06,19:56,13:49:46,+3:50,03:58:00,22:05:00,04:47:00,21:15:00,05:31:00,20:31:00,13:00,150.068,12.6,0.9,-1.7,9.8,7.7,0,NE,4.1,23,3,1008.8,79.7,6,0,0,0,0,0,0,14,
2012-04-15,06:04,19:57,13:53:36,+3:49,03:55:00,22:07:00,04:44:00,21:17:00,05:28:00,20:33:00,13:00,150.111,11,0.3,-2.6,9.6,9.1,,N,5.7,28,2,1020.3,78.3,4.5,0,0,0,0,0,0,15,
2012-04-16,06:02,19:59,13:57:25,+3:48,03:52:00,22:10:00,04:42:00,21:19:00,05:26:00,20:35:00,13:00,150.154,11.1,-1.5,-5.9,8.9,7.5,4.5,NW,3.7,20,1,1023.5,66.8,4.9,0,0,0,0,0,0,16,
2012-04-17,05:59,20:01,14:01:13,+3:47,03:49:00,22:13:00,04:39:00,21:21:00,05:24:00,20:37:00,12:59,150.196,13.5,4,2,8.9,4.7,3.1,S,11.3,33,8,999,76.8,7.3,0,0,0,0,0,0,17,
2012-04-18,05:57,20:02,14:05:00,+3:47,03:46:00,22:15:00,04:37:00,21:24:00,05:21:00,20:38:00,12:59,150.238,11.6,3.9,2.2,9,1.4,2.3,SE,6.9,28,8,980.9,88.9,7.3,0,0,0,0,0,0,18,
2012-04-19,05:55,20:04,14:08:46,+3:46,03:42:00,22:18:00,04:34:00,21:26:00,05:19:00,20:40:00,12:59,150.28,12.2,6.5,6,9.4,0.4,2.2,NW,4.3,18,8,983.4,91.8,7.7,0,0,0,0,0,1,19,
2012-04-20,05:53,20:06,14:12:31,+3:45,03:39:00,22:21:00,04:31:00,21:28:00,05:17:00,20:42:00,12:59,150.321,14.6,4.4,2.4,9.5,6.7,9.2,W,7,22,4,992.2,87.3,7.4,0,0,0,0,1,0,20,
2012-04-21,05:51,20:07,14:16:16,+3:44,03:36:00,22:24:00,04:29:00,21:30:00,05:15:00,20:44:00,12:59,150.362,13.8,3,1.1,9.4,7.1,2.1,W,7.1,23,2,996.3,82.6,7.4,0,0,0,0,0,0,21,
2012-04-22,05:49,20:09,14:19:59,+3:43,03:33:00,22:27:00,04:26:00,21:32:00,05:12:00,20:46:00,12:58,150.403,15.3,5.1,3.4,9.8,7,2.4,W,8.5,28,2,1000.9,78.8,8.7,0,0,0,0,1,0,22,
2012-04-23,05:47,20:11,14:23:41,+3:42,03:29:00,22:30:00,04:24:00,21:34:00,05:10:00,20:48:00,12:58,150.443,12,5,3.9,10.2,2.9,9.1,S,6.6,20,2,994.9,87.4,7.5,0,0,0,0,0,0,23,
2012-04-24,05:45,20:12,14:27:22,+3:41,03:26:00,22:33:00,04:21:00,21:37:00,05:08:00,20:49:00,12:58,150.483,11.6,5.7,5.8,10,3.1,7.1,NW,4.7,18,8,996.9,90.9,7.4,0,0,0,0,0,0,24,
2012-04-25,05:43,20:14,14:31:02,+3:39,03:23:00,22:36:00,04:19:00,21:39:00,05:06:00,20:51:00,12:58,150.522,11.4,4.9,2,9.7,1.7,11.6,SE,7.9,32,8,987.4,90.5,8,0,0,0,0,0,0,25,
2012-04-26,05:41,20:16,14:34:40,+3:38,03:19:00,22:39:00,04:16:00,21:41:00,05:04:00,20:53:00,12:58,150.561,13.7,8.1,6.6,9.9,6.5,1.6,S,12.5,38,5,993.2,80.1,10.6,0,0,0,0,0,1,26,
2012-04-27,05:39,20:17,14:38:17,+3:37,03:16:00,22:42:00,04:14:00,21:43:00,05:02:00,20:55:00,12:58,150.599,13,8.1,6.2,10.4,1.8,8.2,SW,6.7,26,5,1009.8,88.5,9.8,0,0,0,0,1,0,27,
2012-04-28,05:37,20:19,14:41:53,+3:35,03:13:00,22:45:00,04:11:00,21:46:00,04:59:00,20:57:00,12:57,150.637,8,7.5,7.5,11,0,26.2,NE,9.2,29,8,1015.6,97.8,7,0,0,0,0,0,0,28,
2012-04-29,05:35,20:21,14:45:27,+3:34,03:09:00,22:48:00,04:09:00,21:48:00,04:57:00,20:59:00,12:57,150.675,14.1,4.5,4.5,9.5,1.7,4.2,NE,8,30,8,1006,91.8,8.2,0,0,0,0,0,0,29,
2012-04-30,05:33,20:22,14:49:00,+3:32,03:06:00,22:52:00,04:06:00,21:50:00,04:55:00,21:01:00,12:57,150.712,18.3,5.9,1.9,9.4,10.4,9.7,SE,4.8,20,1,1013.2,76.9,12.4,0,0,0,0,0,0,30,
2012-05-01,05:31,20:24,14:52:31,+3:31,03:02:00,22:55:00,04:04:00,21:52:00,04:53:00,21:02:00,12:57,150.749,15.9,9.5,9,11.1,1.2,3.6,NE,3.2,19,8,1016.8,94.9,11.5,0,0,0,0,0,0,1,
2012-05-02,05:29,20:25,14:56:01,+3:29,02:58:00,22:58:00,04:01:00,21:55:00,04:51:00,21:04:00,12:57,150.786,14,7.7,8.7,11.5,0.1,28.4,NW,5.3,20,8,1019,91.6,9.7,0,0,0,0,0,0,2,
2012-05-03,05:28,20:27,14:59:28,+3:27,02:55:00,23:02:00,03:59:00,21:57:00,04:49:00,21:06:00,12:57,150.823,8,6.5,6.9,11.3,0.1,1.9,NE,5.2,22,8,1011.5,96.8,7.4,0,0,0,0,0,0,3,
2012-05-04,05:26,20:29,15:02:54,+3:25,02:51:00,23:05:00,03:56:00,21:59:00,04:47:00,21:08:00,12:57,150.859,9.4,5.7,6.5,10.5,0.1,0.1,N,3.9,20,8,1006.8,91.6,7.4,0,0,0,0,0,0,4,
2012-05-05,05:24,20:30,15:06:18,+3:23,02:47:00,23:09:00,03:54:00,22:02:00,04:45:00,21:10:00,12:57,150.895,10,3.6,4.2,10.3,2.6,0,NE,5.2,19,7,1010.2,79.1,6.7,0,0,0,0,0,0,5,
2012-05-06,05:22,20:32,15:09:39,+3:21,02:44:00,23:13:00,03:51:00,22:04:00,04:43:00,21:12:00,12:57,150.932,9.5,3.7,3.4,10.2,0.5,0.1,NE,2.4,13,8,1014.2,81,6,0,0,0,0,0,0,6,
2012-05-07,05:21,20:34,15:12:59,+3:19,02:40:00,23:17:00,03:49:00,22:06:00,04:41:00,21:13:00,12:57,150.968,12.7,2,-1.6,9.8,3.2,1.6,SE,5,21,7,1013.2,85.4,8.7,0,0,0,0,0,0,7,
2012-05-08,05:19,20:35,15:16:16,+3:17,02:36:00,23:21:00,03:46:00,22:09:00,04:39:00,21:15:00,12:56,151.003,17.4,9.9,7.9,10.5,1.2,4.5,S,6.4,22,8,1006.1,81.1,13.3,0,0,0,0,0,0,8,
2012-05-09,05:17,20:37,15:19:32,+3:15,02:32:00,23:25:00,03:44:00,22:11:00,04:37:00,21:17:00,12:56,151.039,17.1,9,8.9,11.9,0,4,NW,4.8,23,8,1007.6,93.6,12.2,0,0,0,0,0,0,9,
2012-05-10,05:16,20:38,15:22:45,+3:12,02:28:00,23:29:00,03:41:00,22:13:00,04:35:00,21:19:00,12:56,151.074,19.8,13.6,13,12.4,3.6,3.1,SW,13.6,42,3,1007.4,89.1,15.7,0,0,0,0,1,0,10,
2012-05-11,05:14,20:40,15:25:55,+3:10,02:23:00,23:33:00,03:39:00,22:16:00,04:33:00,21:21:00,12:56,151.109,15.8,9.7,7.5,13.1,9.3,0,W,10.2,29,7,1021.3,72.6,11.7,0,0,0,0,0,0,11,
2012-05-12,05:12,20:41,15:29:03,+3:07,02:19:00,23:38:00,03:37:00,22:18:00,04:32:00,21:22:00,12:56,151.144,16.2,3,1.4,12.4,10.9,0,N,4.8,18,1,1036.3,68.6,9.3,0,0,0,0,0,0,12,
2012-05-13,05:11,20:43,15:32:08,+3:05,02:14:00,23:43:00,03:34:00,22:20:00,04:30:00,21:24:00,12:56,151.178,17.1,4.9,1,12.4,10.6,0.7,SW,6.9,23,1,1028.6,62.7,11.4,0,0,0,0,0,0,13,
2012-05-14,05:09,20:44,15:35:10,+3:02,02:10:00,23:47:00,03:32:00,22:23:00,04:28:00,21:26:00,12:56,151.212,12.9,7,6.5,12.5,0.6,2.7,SW,8.5,27,8,1014.4,84.2,8.8,0,0,0,0,0,0,14,
2012-05-15,05:08,20:46,15:38:10,+2:59,02:05:00,23:53:00,03:30:00,22:25:00,04:26:00,21:28:00,12:56,151.245,12.1,4.1,2.4,11.6,2.1,3.3,NW,6.8,25,6,1015,87.4,7,0,0,0,0,0,0,15,
2012-05-16,05:06,20:47,15:41:06,+2:56,02:00:00,23:58:00,03:27:00,22:27:00,04:25:00,21:29:00,12:56,151.278,15.2,3,0.9,11.1,7.7,0,NW,5.7,17,5,1024.3,71.2,8.9,0,0,0,0,0,0,16,
2012-05-17,05:05,20:49,15:43:59,+2:53,01:54:00,-,03:25:00,22:29:00,04:23:00,21:31:00,12:56,151.309,14.1,7.2,6.6,12,0.9,0,S,4.2,19,8,1016.3,71.3,10.6,0,0,0,0,0,0,17,
2012-05-18,05:03,20:50,15:46:50,+2:50,-,00:04:00,03:23:00,22:32:00,04:21:00,21:33:00,12:56,151.341,18.1,7.6,6.5,12.5,1.8,3.1,NE,3.3,18,8,1004.5,81.2,12.3,0,0,0,0,0,0,18,
2012-05-19,05:02,20:52,15:49:36,+2:46,-,00:11:00,03:21:00,22:34:00,04:20:00,21:35:00,12:57,151.371,14.7,11.3,10.9,13.4,0.2,,NE,5,16,8,1009.6,90.5,11.5,0,0,0,0,0,0,19,
2012-05-20,05:01,20:53,15:52:20,+2:43,-,00:19:00,03:19:00,22:36:00,04:18:00,21:36:00,12:57,151.401,10.6,7.7,8,13.3,0.1,0.1,NE,5.6,21,8,1010.9,92.1,9.3,0,0,0,0,0,0,20,
2012-05-21,05:00,20:55,15:54:59,+2:39,-,00:28:00,03:16:00,22:39:00,04:17:00,21:38:00,12:57,151.431,15.3,8.3,8.5,12.5,0,0,N,4.4,19,8,1009.5,89.3,11.2,0,0,0,0,0,0,21,
2012-05-22,04:58,20:56,15:57:35,+2:36,-,00:42:00,03:14:00,22:41:00,04:15:00,21:39:00,12:57,151.459,24.1,9.6,8,12.9,11,0,NW,4.8,18,3,1015,83.4,15.7,0,0,0,0,0,0,22,
2012-05-23,04:57,20:57,16:00:08,+2:32,,,03:12:00,22:43:00,04:14:00,21:41:00,12:57,151.487,20.9,10.4,7.9,14.5,3.2,0,N,2.5,13,8,1022.8,90.9,15.4,1,0,0,0,0,0,23,
2012-05-24,04:56,20:59,16:02:36,+2:28,,,03:10:00,22:45:00,04:12:00,21:43:00,12:57,151.514,24.8,11,9.3,14.9,7.5,0,NW,2.2,12,8,1026,88.4,17.4,1,0,0,0,0,0,24,
2012-05-25,04:55,21:00,16:05:00,+2:24,,,03:08:00,22:47:00,04:11:00,21:44:00,12:57,151.54,24.5,10.8,9.5,15.9,15.2,0,NE,4.5,21,0,1024.1,73,17.7,0,0,0,0,0,0,25,
2012-05-26,04:54,21:01,16:07:21,+2:20,,,03:06:00,22:50:00,04:10:00,21:46:00,12:57,151.566,25.2,12,9.4,16.5,15.7,0,NE,3.5,20,0,1020.8,69.8,18.1,0,0,0,0,0,0,26,
2012-05-27,04:53,21:02,16:09:37,+2:15,,,03:04:00,22:52:00,04:08:00,21:47:00,12:57,151.591,26.5,9.6,6.6,16.9,15.7,0,NE,2.1,17,0,1018.8,68.8,18.1,0,0,0,0,0,0,27,
2012-05-28,04:52,21:04,16:11:48,+2:11,,,03:03:00,22:54:00,04:07:00,21:48:00,12:57,151.615,26.9,10.9,7.8,17.4,14.6,,E,2.4,17,0,1017.2,72.6,18.8,0,0,0,0,0,1,28,
2012-05-29,04:51,21:05,16:13:55,+2:07,,,03:01:00,22:56:00,04:06:00,21:50:00,12:57,151.639,20.6,12.8,10.5,18,4.3,0,N,3.8,18,8,1017.2,85.5,14.9,0,0,0,0,0,0,29,
2012-05-30,04:50,21:06,16:15:58,+2:02,,,02:59:00,22:58:00,04:05:00,21:51:00,12:58,151.662,25.8,12.2,11,16.9,11.9,7.6,SW,5.7,26,1,1016.9,79.4,17.6,0,0,0,0,0,1,30,
2012-05-31,04:49,21:07,16:17:55,+1:57,,,02:57:00,23:00:00,04:04:00,21:53:00,12:58,151.685,19.4,12,10.6,17.6,0.2,0.2,W,7.8,23,7,1017.4,85.5,15.4,0,0,0,0,0,0,31,
2012-06-01,04:48,21:08,16:19:48,+1:52,,,02:56:00,23:02:00,04:03:00,21:54:00,12:58,151.707,20.5,13.6,13.4,17.4,1.3,2.3,NW,3.8,15,7,1018.6,86.7,15.3,0,0,0,0,0,0,1,
2012-06-02,04:48,21:09,16:21:36,+1:47,,,02:54:00,23:03:00,04:02:00,21:55:00,12:58,151.729,15.1,10,10,16.9,0.3,8.7,SE,3.5,17,8,1014.7,82.3,11.9,0,0,0,0,0,0,2,
2012-06-03,04:47,21:10,16:23:19,+1:42,,,02:53:00,23:05:00,04:01:00,21:56:00,12:58,151.75,10.7,9.1,9.1,15.8,0,18.3,E,4.1,14,8,1008,95.9,9.6,0,0,0,0,0,0,3,
2012-06-04,04:46,21:11,16:24:57,+1:37,,,02:51:00,23:07:00,04:00:00,21:57:00,12:58,151.771,14.8,6.5,6.5,14.4,3.6,0.4,N,4.6,24,8,1014.7,86.9,9.3,0,0,0,0,0,0,4,
2012-06-05,04:46,21:12,16:26:30,+1:32,,,02:50:00,23:09:00,03:59:00,21:59:00,12:59,151.792,15.2,6.1,3.4,14.4,0.1,2.5,S,6.2,24,8,1013,82.3,11.1,0,0,0,0,0,0,5,
2012-06-06,04:45,21:13,16:27:57,+1:27,,,02:49:00,23:10:00,03:59:00,22:00:00,12:59,151.812,19.5,10.9,10.8,14.5,6.3,2.9,SW,8,28,3,1001.1,85.2,14.7,0,0,0,0,0,0,6,
2012-06-07,04:45,21:14,16:29:19,+1:21,,,02:47:00,23:12:00,03:58:00,22:01:00,12:59,151.832,17.4,11.8,10.8,15.4,0.5,9.4,S,7.9,33,8,996.8,87.4,14,0,0,0,0,0,0,7,
2012-06-08,04:44,21:15,16:30:35,+1:16,,,02:46:00,23:13:00,03:57:00,22:02:00,12:59,151.851,14.4,11.6,10.9,15,0.9,3.4,S,16.3,39,8,996.1,83.9,12.5,0,0,0,0,0,0,8,
2012-06-09,04:44,21:15,16:31:46,+1:10,,,02:45:00,23:15:00,03:57:00,22:02:00,12:59,151.87,16.8,10,8.6,14.4,2,,SW,10.4,31,6,1008.1,73.3,13.1,0,0,0,0,0,0,9,
2012-06-10,04:43,21:16,16:32:51,+1:05,,,02:44:00,23:16:00,03:56:00,22:03:00,13:00,151.888,18.5,7.5,4.8,14.9,7,24.3,NE,2,11,2,1007.8,75,13.5,0,0,0,0,0,0,10,
2012-06-11,04:43,21:17,16:33:51,+0:59,,,02:43:00,23:17:00,03:56:00,22:04:00,13:00,151.905,11.4,10.4,10.2,15.4,0,11.6,NE,5.9,20,8,1003.1,98.5,10.7,0,0,0,0,0,0,11,
2012-06-12,04:43,21:17,16:34:44,+0:53,,,02:43:00,23:18:00,03:55:00,22:05:00,13:00,151.922,13.5,9.4,9,14.1,0.1,0,N,4.5,21,8,1009.4,87,11,0,0,0,0,0,0,12,
2012-06-13,04:43,21:18,16:35:32,+0:47,,,02:42:00,23:19:00,03:55:00,22:06:00,13:00,151.939,17.7,5.4,2.7,13.8,9.3,0,W,1.8,14,6,1016.3,77.1,11.6,0,0,0,0,0,0,13,
2012-06-14,04:42,21:19,16:36:14,+0:41,,,02:41:00,23:20:00,03:55:00,22:06:00,13:00,151.954,17.8,7.5,4.9,14.5,10.2,5.1,SE,4.5,22,1,1016,74.4,12.9,0,0,0,0,0,0,14,
2012-06-15,04:42,21:19,16:36:50,+0:35,,,02:41:00,23:21:00,03:55:00,22:07:00,13:01,151.969,18.9,10.9,10.1,15.4,8.5,5.1,SW,9.7,35,6,1006.8,79.9,14.5,0,0,0,0,0,0,15,
2012-06-16,04:42,21:20,16:37:20,+0:29,,,02:40:00,23:22:00,03:55:00,22:07:00,13:01,151.982,18.9,10.7,8.5,15.5,7.9,0,SW,13.1,38,2,1006.8,75.7,14.5,0,0,0,0,0,0,16,
2012-06-17,04:42,21:20,16:37:44,+0:23,,,02:40:00,23:22:00,03:54:00,22:08:00,13:01,151.995,20.3,11.3,9.5,15.8,7.8,2.2,SW,8.1,29,1,1015.2,72.5,15.4,0,0,0,0,0,0,17,
2012-06-18,04:42,21:20,16:38:02,+0:17,,,02:40:00,23:23:00,03:55:00,22:08:00,13:01,152.007,20.5,11.5,11.2,16.5,3.5,0,W,3.4,16,7,1016.3,81.5,14.2,0,0,0,0,0,0,18,
2012-06-19,04:42,21:21,16:38:14,+0:11,,,02:40:00,23:23:00,03:55:00,22:08:00,13:01,152.019,21.3,9,7.2,16.5,12.2,0,SW,4.1,17,1,1018.4,70.5,15.6,0,0,0,0,0,0,19,
2012-06-20,04:43,21:21,16:38:20,+0:05,,,02:40:00,23:23:00,03:55:00,22:09:00,13:02,152.029,22.5,11,7.9,17.3,10.4,8.2,E,2,14,1,1016.2,72.3,16.1,0,0,0,0,0,0,20,
2012-06-21,04:43,21:21,16:38:19,1,,,02:40:00,23:23:00,03:55:00,22:09:00,13:02,152.039,19.9,10.8,9,17.1,1.1,2,SE,6.2,28,8,1005,88.6,15,0,0,0,0,0,0,21,
2012-06-22,04:43,21:21,16:38:13,-0:06,,,02:41:00,23:24:00,03:55:00,22:09:00,13:02,152.047,17.7,10.4,9.4,16.7,3.3,0.3,SW,13.6,36,8,1008.7,82.3,13.6,0,0,0,0,0,0,22,
2012-06-23,04:43,21:21,16:38:01,-0:12,,,02:41:00,23:23:00,03:55:00,22:09:00,13:02,152.055,18.6,10,8.7,15.9,6,12.9,SW,9.6,33,6,1017.7,77.7,13.8,0,0,0,0,0,0,23,
2012-06-24,04:44,21:21,16:37:42,-0:18,,,02:41:00,23:23:00,03:56:00,22:09:00,13:03,152.062,19.8,10.8,10.3,16,4,3.2,SW,9.8,31,7,1010.6,85.1,14.5,0,0,0,0,0,0,24,
2012-06-25,04:44,21:21,16:37:18,-0:24,,,02:42:00,23:23:00,03:56:00,22:09:00,13:03,152.068,20.6,11,9.1,16.4,10.7,0,NW,5,18,4,1017.1,76.4,15.8,0,0,0,0,0,0,25,
2012-06-26,04:44,21:21,16:36:47,-0:30,,,02:43:00,23:23:00,03:57:00,22:09:00,13:03,152.073,22.4,12.8,11.1,17,5.5,0.1,S,5.3,19,4,1018.9,77.5,18,0,0,0,0,0,0,26,
2012-06-27,04:45,21:21,16:36:11,-0:36,,,02:44:00,23:22:00,03:57:00,22:09:00,13:03,152.078,24.2,17.1,16.1,18,3.8,0.1,SW,6.7,21,7,1015.9,84.1,19.9,0,0,0,0,0,0,27,
2012-06-28,04:46,21:21,16:35:28,-0:42,,,02:44:00,23:22:00,03:58:00,22:08:00,13:03,152.081,28.3,16.5,14.8,18.5,10.4,0,SE,6.7,25,8,1004,78,21.1,0,0,0,0,0,0,28,
2012-06-29,04:46,21:21,16:34:40,-0:48,,,02:45:00,23:21:00,03:59:00,22:08:00,13:04,152.085,21.3,12.6,11.1,18.9,7.6,0.1,S,11.7,33,8,1003.3,77.2,16.6,0,0,0,0,0,0,29,
2012-06-30,04:47,21:21,16:33:46,-0:53,,,02:47:00,23:20:00,03:59:00,22:08:00,13:04,152.087,21.1,14.7,12.9,18.5,8.3,2,SW,9.5,30,6,1006.8,74.1,16.8,0,0,0,0,0,0,30,
